Target,Var_4,Var_5,Var_6,Var_7,Var_10,Var_12,Var_13,Var_16,Var_17,Var_18,Var_19,Var_20,Var_21,Var_22,Var_23,Var_24,Var_25,Var_26,Var_29,Var_30,Var_31,Var_32,Var_33,Var_34,Var_40,Var_41,Var_42,Var_46,Var_2_1,Var_2_2,Var_2_3,Var_2_4,Var_2_6,Var_2_8,Var_2_L,Var_2_U,Var_3_Y,Var_9_MISSING,Var_9_P,Var_9_R,Var_11_N,Var_11_Y,Var_14_N,Var_14_Y,Var_15_Y,Var_35_Y,Var_36_1,Var_36_2,Var_36_3,Var_36_4,Var_36_6,Var_36_8,Var_36_D,Var_36_L,Var_36_U,Var_36_X,Var_37_Y,Var_44_Y,Var_45_Y,Var_48_Y,Var_49_Y,Var_50_N,Var_50_Y
0,0.0,4,16.0,84,85.0,54.0,3,,0.0,118,0,5.0,900.0,6.0,2000,1369,36.0,112,,2000.0,0,0,,0,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1500.0,5,,56,2.0,1.0,0,,0.0,21,0,5.0,1019.0,0.0,1400,1400,3.0,61,1250.0,1750.0,0,0,,4,,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,3200.0,1,,64,1.0,3.0,0,0.0,3600.0,45,1026,1.0,707.0,8.0,1570,1800,36.0,63,750.0,,1,0,,4,,14.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,8,,57,0.0,3.0,4,1167.0,2000.0,2180,0,1.0,,4.0,1300,1300,,36,,,6,0,,20,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3900.0,2,,95,1.0,1.0,0,,4900.0,1625,4,5.0,1104.0,1.0,3500,1300,14.0,26,750.0,2200.0,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,8,24.0,70,0.0,0.0,1,0.0,1000.0,1150,100,5.0,,3.0,0,3200,14.0,73,,,2,0,,1,,,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,1,,173,763.0,10.0,0,0.0,0.0,3214,0,1.0,805.0,6.0,12000,12000,14.0,113,2000.0,12000.0,1,0,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,3100.0,10,,0,0.0,5.0,0,31299.0,0.0,0,0,,,,0,1860,,123,,,0,0,,1,,,,,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1500.0,1,,86,5.0,5.0,6,0.0,2000.0,1700,402,3.0,803.0,6.0,2300,2300,8.0,89,400.0,,0,0,,3,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,0,,120,70.0,2.0,0,0.0,5200.0,994,0,1.0,,3.0,7000,2550,,29,5038.0,4000.0,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2500.0,0,,65,0.0,5.0,0,0.0,0.0,520,24,2.0,613.0,4.0,13000,2500,14.0,58,,,0,0,,2,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,,151,0.0,9.0,0,,0.0,3320,3700,1.0,317.0,8.0,7800,7800,14.0,114,,8400.0,6,0,,7,,28.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,,0,,34,0.0,12.0,1,0.0,,0,0,,,0.0,0,0,,0,,,1,0,,4,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,0,52.0,168,161.0,2.0,0,0.0,3000.0,513,1295,1.0,600.0,0.0,4000,4000,28.0,6,,4000.0,1,0,,1,,,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,,131,0.0,,4,0.0,0.0,435,0,5.0,414.0,3.0,3500,3200,32.0,119,,,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2500.0,5,,189,20.0,10.0,3,0.0,5500.0,825,267,1.0,1107.0,0.0,4500,4143,9.0,56,3000.0,4800.0,0,0,,9,,11.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,2400.0,1,,38,0.0,17.0,0,0.0,0.0,200,206,1.0,912.0,0.0,2300,1900,3.0,83,0.0,2500.0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4000.0,10,,172,0.0,4.0,0,0.0,4250.0,3150,11580,1.0,1100.0,1.0,1200,2300,14.0,117,,3300.0,3,0,,7,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1000.0,36,8.0,7,337.0,1.0,0,0.0,3000.0,1202,2491,2.0,1100.0,4.0,2750,2750,9.0,8,2500.0,2750.0,0,0,,3,,2.0,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,,0,,68,0.0,23.0,0,0.0,,250,0,1.0,407.0,4.0,0,3150,36.0,0,,4200.0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,2,,171,1.0,4.0,0,0.0,10000.0,12605,0,5.0,,1.0,1500,1500,14.0,64,,10000.0,0,0,,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,,2,,80,0.0,49.0,0,,,0,0,2.0,600.0,0.0,0,1497,13.0,0,,1497.0,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20000.0,16,,162,514.0,1.0,0,0.0,0.0,63188,0,1.0,,2.0,20000,20000,34.0,80,,20000.0,0,0,,2,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2000.0,5,,64,16.0,2.0,0,,3200.0,1136,29,5.0,,1.0,5000,5000,,12,500.0,5000.0,0,0,,7,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,300.0,1,31.0,161,0.0,40.0,0,,420.0,150,0,1.0,503.0,1.0,1750,1750,13.0,72,,1750.0,0,0,,1,,,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5000.0,0,,0,158.0,14.0,0,,0.0,0,0,2.0,208.0,,1600,1600,32.0,14,1000.0,1600.0,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,12000.0,3,,192,933.0,3.0,0,,16000.0,2272,0,1.0,705.0,0.0,3800,4008,24.0,35,3000.0,4008.0,0,0,,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2600.0,0,,41,5.0,4.0,0,0.0,4600.0,685,0,1.0,606.0,3.0,1879,1879,12.0,41,750.0,2250.0,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,0,,139,19.0,6.0,0,,2500.0,550,0,1.0,,12.0,1000,1300,,73,500.0,3300.0,0,0,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,,0,,41,0.0,2.0,0,0.0,,0,0,,,0.0,0,0,,0,,,0,0,,3,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,500.0,1,,50,268.0,2.0,0,,0.0,1314,228,2.0,809.0,0.0,3500,3578,28.0,75,3500.0,3578.0,1,0,,8,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,,6,,157,0.0,3.0,1,,,3000,0,1.0,,4.0,0,1192,,33,,,5,0,1.0,5,,3.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,,75,0.0,,0,,,1000,0,1.0,912.0,0.0,0,2500,7.0,0,,10000.0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,2,18.0,7,27.0,7.0,0,0.0,1300.0,1190,54,5.0,,2.0,1731,1719,,109,600.0,1719.0,0,0,,1,,8.0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,0,,2,126.0,2.0,1,0.0,4000.0,0,561,2.0,405.0,0.0,3100,1750,14.0,64,,,3,0,,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,1,,70,0.0,12.0,4,,1000.0,443,516,1.0,,10.0,8000,1450,,3,,3000.0,3,0,,5,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1600.0,1,42.0,169,0.0,2.0,0,0.0,0.0,1650,0,,,21.0,0,0,,87,,,3,0,,5,,,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,16000.0,2,,215,123.0,5.0,0,0.0,26000.0,3696,0,1.0,,0.0,6500,10500,,218,,10500.0,0,0,,1,,,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0,1,,33,12.0,10.0,1,0.0,0.0,270,1136,1.0,500.0,9.0,2500,1800,8.0,3,,2500.0,1,0,,7,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,2250.0,2,,56,96.0,30.0,0,0.0,3000.0,565,225,1.0,908.0,0.0,1750,1539,26.0,46,600.0,1750.0,0,0,,1,,,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,1,,98,79.0,17.0,0,,2000.0,0,3291,1.0,116.0,0.0,3500,4000,20.0,98,3000.0,4000.0,1,0,,1,,17.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0.0,1,,119,11.0,44.0,0,0.0,0.0,400,0,1.0,805.0,4.0,4500,3000,11.0,14,,3000.0,1,0,,2,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,6,,34,0.0,7.0,1,0.0,0.0,1553,1409,1.0,100.0,4.0,2500,2500,14.0,112,,,2,0,,1,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0.0,3,,152,0.0,8.0,0,0.0,2000.0,1400,4288,1.0,12.0,1.0,3500,3500,12.0,107,1000.0,3500.0,1,0,,9,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0.0,5,,186,14.0,4.0,0,0.0,45650.0,120,10150,1.0,,6.0,25000,20000,36.0,179,10000.0,25000.0,0,0,,5,,7.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.0,7,,30,0.0,38.0,2,0.0,4000.0,158,199,1.0,0.0,7.0,5000,5000,24.0,54,1000.0,5000.0,0,0,,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1915.0,0,,181,0.0,13.0,0,0.0,2000.0,17900,587,1.0,,6.0,8000,8000,14.0,97,1150.0,,1,0,,4,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
